panel_id,panel_description,rank_within_panel,taxon_long,genus,family,species_short
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,103,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,Lactococcus,Streptococcaceae,Lactococcus lactis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,104,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group,Streptococcus,Streptococcaceae,Streptococcus anginosus group
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,105,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,Streptococcus,Streptococcaceae,Streptococcus australis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,106,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus,Streptococcus,Streptococcaceae,Streptococcus cristatus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,107,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,Streptococcus,Streptococcaceae,Streptococcus gordonii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,108,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,Streptococcus,Streptococcaceae,Streptococcus infantis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,109,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_milleri,Streptococcus,Streptococcaceae,Streptococcus milleri
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,110,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis,Streptococcus,Streptococcaceae,Streptococcus mitis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,111,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,Streptococcus,Streptococcaceae,Streptococcus mutans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,112,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis,Streptococcus,Streptococcaceae,Streptococcus oralis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,113,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,Streptococcus,Streptococcaceae,Streptococcus parasanguinis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,114,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus,Streptococcus,Streptococcaceae,Streptococcus pasteurianus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,115,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,Streptococcus,Streptococcaceae,Streptococcus salivarius
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,116,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis,Streptococcus,Streptococcaceae,Streptococcus sanguinis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,117,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12,Streptococcus,Streptococcaceae,Streptococcus sp A12
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,118,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442,Streptococcus,Streptococcaceae,Streptococcus sp F0442
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,119,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,Streptococcus,Streptococcaceae,Streptococcus thermophilus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,120,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,Streptococcus,Streptococcaceae,Streptococcus vestibularis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,121,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis,Catabacter,Catabacteriaceae,Catabacter hongkongensis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,122,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta,Christensenella,Christensenellaceae,Christensenella minuta
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,123,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum,Butyricicoccus,Clostridiaceae,Butyricicoccus pullicaecorum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,124,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59,Clostridium,Clostridiaceae,Clostridium bolteae CAG 59
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,125,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum,Clostridium,Clostridiaceae,Clostridium disporicum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,126,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum,Clostridium,Clostridiaceae,Clostridium paraputrificum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,127,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,Clostridium,Clostridiaceae,Clostridium perfringens
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,128,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167,Clostridium,Clostridiaceae,Clostridium sp CAG 167
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,129,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,Clostridium,Clostridiaceae,Clostridium sp CAG 242
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,130,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,Clostridium,Clostridiaceae,Clostridium sp CAG 253
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,131,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299,Clostridium,Clostridiaceae,Clostridium sp CAG 299
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,132,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58,Clostridium,Clostridiaceae,Clostridium sp CAG 58
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,133,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,Hungatella,Clostridiaceae,Hungatella hathewayi
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,134,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis,Lactonifactor,Clostridiaceae,Lactonifactor longoviformis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,135,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Clostridiales_Family_XIII_Incertae_Sedis,Eubacterium brachy
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,136,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Clostridiales_Family_XIII_Incertae_Sedis,Eubacterium sulci
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,137,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum,Mogibacterium,Clostridiales_Family_XIII_Incertae_Sedis,Mogibacterium diversum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,138,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum,Mogibacterium,Clostridiales_Family_XIII_Incertae_Sedis,Mogibacterium timidum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,139,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales bacterium 1 7 47FAA
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,140,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens,Intestinimonas,Clostridiales_unclassified,Intestinimonas butyriciproducens
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,141,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus,Lawsonibacter,Clostridiales_unclassified,Lawsonibacter asaccharolyticus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,142,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus,Monoglobus,Clostridiales_unclassified,Monoglobus pectinilyticus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,143,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005,Eubacteriaceae_unclassified,Eubacteriaceae,Eubacteriaceae bacterium CHKCI005
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,144,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375,Eubacterium,Eubacteriaceae,Eubacterium dolichum CAG 375
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,145,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,Eubacterium,Eubacteriaceae,Eubacterium eligens
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,146,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,Eubacterium,Eubacteriaceae,Eubacterium hallii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,147,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum,Eubacterium,Eubacteriaceae,Eubacterium limosum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,148,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,Eubacterium,Eubacteriaceae,Eubacterium ramulus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,149,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,Eubacterium,Eubacteriaceae,Eubacterium sp CAG 180
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,150,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251,Eubacterium,Eubacteriaceae,Eubacterium sp CAG 251
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,151,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,Eubacterium,Eubacteriaceae,Eubacterium sp CAG 274
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,152,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,Eubacterium,Eubacteriaceae,Eubacterium sp CAG 38
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,153,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,Eubacterium,Eubacteriaceae,Eubacterium sp OM08 24
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,154,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,Eubacterium,Eubacteriaceae,Eubacterium ventriosum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,155,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,Anaerostipes,Lachnospiraceae,Anaerostipes caccae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,156,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,Anaerostipes,Lachnospiraceae,Anaerostipes hadrus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,157,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,Anaerotignum,Lachnospiraceae,Anaerotignum lactatifermentans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,158,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides,Blautia,Lachnospiraceae,Blautia coccoides
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,159,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii,Blautia,Lachnospiraceae,Blautia hansenii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,160,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,Blautia,Lachnospiraceae,Blautia hydrogenotrophica
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,161,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,Blautia,Lachnospiraceae,Blautia obeum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,162,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,Blautia,Lachnospiraceae,Blautia producta
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,163,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257,Blautia,Lachnospiraceae,Blautia sp CAG 257
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,164,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,Blautia,Lachnospiraceae,Blautia wexlerae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,165,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,Blautia,Lachnospiraceae,Ruminococcus gnavus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,166,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,Blautia,Lachnospiraceae,Ruminococcus torques
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,167,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,Butyrivibrio,Lachnospiraceae,Butyrivibrio crossotus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,168,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318,Butyrivibrio,Lachnospiraceae,Butyrivibrio sp CAG 318
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,169,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,Coprococcus,Lachnospiraceae,Coprococcus catus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,170,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,Coprococcus,Lachnospiraceae,Coprococcus comes
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,171,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,Coprococcus,Lachnospiraceae,Coprococcus eutactus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,172,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,Dorea,Lachnospiraceae,Dorea formicigenerans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,173,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,Dorea,Lachnospiraceae,Dorea longicatena
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,174,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317,Dorea,Lachnospiraceae,Dorea sp CAG 317
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,175,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis,Eisenbergiella,Lachnospiraceae,Eisenbergiella massiliensis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,176,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi,Eisenbergiella,Lachnospiraceae,Eisenbergiella tayi
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,177,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,Fusicatenibacter,Lachnospiraceae,Fusicatenibacter saccharivorans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,178,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense,Lachnoclostridium,Lachnospiraceae,Clostridium aldenense
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,179,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme,Lachnoclostridium,Lachnospiraceae,Clostridium asparagiforme
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,180,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae,Lachnoclostridium,Lachnospiraceae,Clostridium bolteae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,181,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae,Lachnoclostridium,Lachnospiraceae,Clostridium citroniae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,182,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,Lachnoclostridium,Lachnospiraceae,Clostridium clostridioforme
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,183,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense,Lachnoclostridium,Lachnospiraceae,Clostridium lavalense
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,184,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum,Lachnoclostridium,Lachnospiraceae,Clostridium saccharolyticum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,185,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens,Lachnoclostridium,Lachnospiraceae,Clostridium scindens
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,186,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum,Lachnoclostridium,Lachnospiraceae,Clostridium symbiosum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,187,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131,Lachnoclostridium,Lachnospiraceae,Lachnoclostridium sp An131
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,188,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138,Lachnoclostridium,Lachnospiraceae,Lachnoclostridium sp An138
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,189,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,Lachnospiraceae_unclassified,Lachnospiraceae,Eubacterium rectale
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,190,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza,Lachnospira,Lachnospiraceae,Lachnospira pectinoschiza
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,191,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus,Oribacterium,Lachnospiraceae,Oribacterium sinus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,192,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,Roseburia,Lachnospiraceae,Roseburia faecis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,193,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,Roseburia,Lachnospiraceae,Roseburia hominis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,194,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,Roseburia,Lachnospiraceae,Roseburia intestinalis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,195,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,Roseburia,Lachnospiraceae,Roseburia inulinivorans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,196,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,Roseburia,Lachnospiraceae,Roseburia sp CAG 182
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,197,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303,Roseburia,Lachnospiraceae,Roseburia sp CAG 303
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,198,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309,Roseburia,Lachnospiraceae,Roseburia sp CAG 309
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,199,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,Roseburia,Lachnospiraceae,Roseburia sp CAG 471
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,200,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis,Sellimonas,Lachnospiraceae,Sellimonas intestinalis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,201,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis,Tyzzerella,Lachnospiraceae,Tyzzerella nexilis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,202,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,Oscillibacter,Oscillospiraceae,Oscillibacter sp 57 20
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,203,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241,Oscillibacter,Oscillospiraceae,Oscillibacter sp CAG 241
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,204,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13,Oscillibacter,Oscillospiraceae,Oscillibacter sp PC13
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,205,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii,Intestinibacter,Peptostreptococcaceae,Intestinibacter bartlettii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,206,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis,Peptostreptococcus,Peptostreptococcaceae,Peptostreptococcus stomatis
