taxon_long,coef_crc_clr_study_only,pvalue_study_only,qvalue_bh_study_only,direction_study_only,genus,species_short,coef_crc_clr_study_age_bmi_gender,se_hc3_coef_crc_clr_study_age_bmi_gender,pvalue_coef_crc_clr_study_age_bmi_gender,qvalue_bh_coef_crc_clr_study_age_bmi_gender,direction_coef_crc_clr_study_age_bmi_gender,baseline_sign,covariate_sign,direction_concordant
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,2.1325455881719457,6.091524866719365e-44,1.8335489848825287e-41,CRC_higher,Parvimonas,Parvimonas micra,2.12979508792393,0.1590684050474014,6.995122172596418e-41,2.1055317739515214e-38,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza,-0.7553823912722767,0.0034427842644786,0.0138234367469061,control_higher,Lachnospira,Lachnospira pectinoschiza,-0.7035801465960168,0.2655236898344545,0.0080543496373328,0.0299303609979899,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,-0.4830949370175539,0.0034443779269699,0.0138234367469061,control_higher,Eubacterium,Eubacterium hallii,-0.4536133379563413,0.1673442070547785,0.006714933399633,0.0265946704380202,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110,-0.5825844891064867,0.0038119069762219,0.0150971578926686,control_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 110,-0.5820056038734382,0.2051092280543741,0.0045462674323059,0.0201239190753543,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520,0.4645887979279156,0.0040586692769907,0.015865707173691,CRC_higher,Prevotella,Prevotella sp CAG 520,0.4233547003373898,0.1647873404917923,0.0101963843672918,0.0349120610123816,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis,-0.2916205645202503,0.004381437539713,0.0169078551212005,control_higher,Massiliomicrobiota,Massiliomicrobiota timonensis,-0.2678230288864973,0.1050445427735538,0.010784227028886,0.0355298371427305,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0.5561983735030418,0.0045547649607929,0.0173542310531477,CRC_higher,Alistipes,Alistipes shahii,0.5284783304941572,0.2000164123739591,0.0082375522087053,0.0302378440831746,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,-0.4117414388841906,0.0055981221648707,0.0210112553227871,control_higher,Streptococcus,Streptococcus australis,-0.4786873791991817,0.1533697013227374,0.0018015607723501,0.0096833891513822,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0.5343912388985959,0.0056541916317134,0.0210112553227871,CRC_higher,Parabacteroides,Parabacteroides distasonis,0.5834345050526369,0.1953302658038966,0.0028180993152596,0.0141374648982194,CRC_higher,1.0,1.0,True
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra,0.432047999487606,0.0062150118566,0.0228136410833732,CRC_higher,Sutterella,Sutterella parvirubra,0.4299441220091586,0.161375892823522,0.0077162470474196,0.0290323795159164,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,-0.5379134088971602,0.0063751929202599,0.0231196755300993,control_higher,Eubacterium,Eubacterium sp CAG 274,-0.5008345076503797,0.2031197491225631,0.0136741784653352,0.0407517595848111,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum,-0.2829877279439234,0.006488329177465,0.0232498462192497,control_higher,Butyricicoccus,Butyricicoccus pullicaecorum,-0.2580403650764749,0.1081452621539782,0.0170302803014983,0.0470285722087248,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,-0.5673237729006548,0.0071826996406151,0.0254258527996189,control_higher,Coprococcus,Coprococcus eutactus,-0.6299998910696677,0.2131212353434604,0.0031159299786088,0.0151273374767945,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266,-0.405307936272664,0.0072645293713196,0.0254258527996189,control_higher,Phascolarctobacterium,Phascolarctobacterium sp CAG 266,-0.3401152795669641,0.15211531035594,0.0253580392792611,0.064140922882837,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,-0.7213567245575883,0.0073907518888161,0.0255703025118813,control_higher,Bifidobacterium,Bifidobacterium adolescentis,-0.7296702669670931,0.271897850400831,0.0072830027463949,0.0277491623628465,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,-0.509791073300013,0.0082130155070842,0.028092246223095,control_higher,Gemmiger,Gemmiger formicilis,-0.4950184917876691,0.1963356377285409,0.0116926439833283,0.0365821035787115,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,0.4869417772636453,0.0084065775259762,0.0284312341047062,CRC_higher,Alistipes,Alistipes indistinctus,0.5502700222838852,0.1892748595972955,0.0036461743577021,0.0166287648737627,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0.6707286365663327,0.0086795842168403,0.0288955108517203,CRC_higher,Bacteroides,Bacteroides caccae,0.7790283140752153,0.2617300435784449,0.0029159963085789,0.0143887686702009,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0.5624759392954852,0.0087358521179619,0.0288955108517203,CRC_higher,Collinsella,Collinsella aerofaciens,0.5565912685895625,0.2176369692620047,0.010544884232604,0.0355298371427305,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii,-0.2680667759778484,0.0088765507658291,0.0290417584838541,control_higher,Mitsuokella,Mitsuokella jalaludinii,-0.2657216855258482,0.1056637202182328,0.0119104523279525,0.0365821035787115,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,-0.4156758905957179,0.0090376886884763,0.0292299695738151,control_higher,Rothia,Rothia mucilaginosa,-0.5777331744505794,0.1604478261307367,0.0003172955106952,0.0025133144399807,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5,0.3628490881237715,0.0091282961459755,0.0292299695738151,CRC_higher,Ruminococcaceae_unclassified,Ruminococcaceae bacterium D5,0.3547882957975729,0.1406385530409851,0.0116459075703293,0.0365821035787115,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris,-0.260122811575511,0.0092308541689659,0.0292472326827235,control_higher,Enterorhabdus,Enterorhabdus caecimuris,-0.2369325551694443,0.1011382996959305,0.0191468701165985,0.0523927991372379,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12,-0.3011288518592483,0.0107859527022372,0.033818455868473,control_higher,Streptococcus,Streptococcus sp A12,-0.3345603460274803,0.1194095609757482,0.0050820163916912,0.0218374924929744,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis,0.2829826085696876,0.0112146107336913,0.0347999776375369,CRC_higher,Catabacter,Catabacter hongkongensis,0.3270660793837247,0.1156599867818854,0.0046865573220139,0.0204442573032781,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,-0.5718632771790351,0.0115427295216708,0.035452669245132,control_higher,Bifidobacterium,Bifidobacterium longum,-0.4712210378533667,0.2273269022028823,0.0381835925759913,0.0898423659670834,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,-0.4122093481687596,0.0119925219403083,0.0364621121619475,control_higher,Agathobaculum,Agathobaculum butyriciproducens,-0.4147546193025366,0.1659252798034086,0.0124317129083565,0.0374194558541532,control_higher,-1.0,-1.0,True
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0.6222903807663541,0.0130473358078066,0.039272480781498,CRC_higher,Akkermansia,Akkermansia muciniphila,0.6384786668485918,0.2544286649807887,0.0120915762242011,0.0367632772069144,CRC_higher,1.0,1.0,True
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis,0.2453478181826055,0.0148594099454079,0.0442839840947304,CRC_higher,Cloacibacillus,Cloacibacillus evryensis,0.2436926716771557,0.1063715110744025,0.0219658388905848,0.0579975219830354,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris,0.3601091030731851,0.0153980521565292,0.0454393499913266,CRC_higher,Collinsella,Collinsella stercoris,0.3511473941869716,0.1512680927322808,0.0202675314016526,0.0544689906419416,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,0.4493639699501204,0.0156331998160858,0.0456853703363286,CRC_higher,Anaerotignum,Anaerotignum lactatifermentans,0.4991508996133346,0.1911719428440593,0.0090276572490414,0.0319685274348408,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,-0.2388334458096767,0.0161948801624178,0.0466614732524879,control_higher,Roseburia,Roseburia sp CAG 182,-0.2394028320627916,0.0985502457675327,0.0151302447252594,0.0429641854934253,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0.4704438106342941,0.016277258111333,0.0466614732524879,CRC_higher,Bacteroides,Bacteroides thetaiotaomicron,0.4864876370387513,0.1997017307727791,0.0148477612204999,0.0425635821654331,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442,-0.1914768663374457,0.0174580951420125,0.0493942878954796,control_higher,Streptococcus,Streptococcus sp F0442,-0.2240955017410809,0.083483405687348,0.0072679261511458,0.0277491623628465,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,0.6425211902378775,0.0175587667934097,0.0493942878954796,CRC_higher,Eubacterium,Eubacterium sp CAG 180,0.428054347402181,0.2752520304523292,0.1199136777160735,0.2176899259090373,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,-0.2889362214893591,0.0194573950887287,0.0542284807565494,control_higher,Enterococcus,Enterococcus faecium,-0.3021313910511447,0.123658817568594,0.0145550028914006,0.0421255372145345,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317,-0.354027167703697,0.0198726448620333,0.0548776706740554,control_higher,Dorea,Dorea sp CAG 317,-0.3597649957583735,0.155304336487657,0.0205301064496661,0.0546863897464557,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,-0.4933970213198978,0.0217642548569105,0.0595549155630006,control_higher,Roseburia,Roseburia inulinivorans,-0.555838564793175,0.2182168940777731,0.0108596179971136,0.0355298371427305,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta,0.2572712948001653,0.0221622587233947,0.0600976565382144,CRC_higher,Christensenella,Christensenella minuta,0.2698659125188251,0.1160784073425039,0.0200795090004489,0.0544498397219381,CRC_higher,1.0,1.0,True
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum,0.1731924524406869,0.0228165493991178,0.0612842066890756,CRC_higher,Fretibacterium,Fretibacterium fastidiosum,0.1932944251954415,0.0764871646144421,0.0114992860546783,0.0365821035787115,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,0.2658705071652096,0.0230070277603506,0.0612842066890756,CRC_higher,Pseudoflavonifractor,Pseudoflavonifractor sp An184,0.3395923143626874,0.1213942387956616,0.0051510364352198,0.0218374924929744,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae,-0.1739269150339135,0.025365246873425,0.0669731518324643,control_higher,Veillonella,Veillonella rogosae,-0.1629013747577381,0.0809597659628431,0.0442064942188847,0.0978393732344434,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.5456536512634292,0.0265594587218533,0.069516496306764,CRC_higher,Parabacteroides,Parabacteroides merdae,0.550353334087309,0.2514021665755412,0.0285870142276484,0.0705302564141162,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,0.5926835780240066,0.0296886870841516,0.0770370242442211,CRC_higher,Bacteroides,Bacteroides plebeius,0.5756293588296197,0.2803540901086425,0.0400509917772751,0.0913283979163621,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299,-0.3099943722990667,0.0301058229417316,0.0774517325253096,control_higher,Clostridium,Clostridium sp CAG 299,-0.2244859677929671,0.1460618255742921,0.1243118501430057,0.2214074964085487,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58,0.4679572334760354,0.0312334211268084,0.0796716928743165,CRC_higher,Clostridium,Clostridium sp CAG 58,0.4312007580724792,0.2216775837644798,0.0517544276214044,0.1097048078453713,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,0.2434704860447492,0.0321522615173387,0.0813263085438568,CRC_higher,Actinomyces,Actinomyces sp HMSC035G02,0.1927867069236457,0.116759697595022,0.0987098166865593,0.1868657536015998,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0.505057310525726,0.0343054930792937,0.0856313490595007,CRC_higher,Blautia,Ruminococcus gnavus,0.4916813334628135,0.242253392652596,0.0423955991498854,0.0945264840304853,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,-0.4414659926584166,0.0344232333428557,0.0856313490595007,control_higher,Roseburia,Roseburia hominis,-0.48335995523326,0.2115128076262205,0.0222980865739818,0.058362817902335,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae,0.3559699095579067,0.0373131260423236,0.0920594339240935,CRC_higher,Lachnoclostridium,Clostridium citroniae,0.453618343275746,0.1736975749921368,0.0090135172289155,0.0319685274348408,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,0.4281603068278989,0.0382772915715491,0.0936704452279373,CRC_higher,Alistipes,Alistipes finegoldii,0.5333525991228136,0.211453684249016,0.0116585570525997,0.0365821035787115,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,-0.2028959248749993,0.0393117054203043,0.0954259946089645,control_higher,Eubacterium,Eubacterium sp OM08 24,-0.1951891608758839,0.0998853152159594,0.0506855256095041,0.1089738800604338,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170,-0.294843289787361,0.0423613798442026,0.1020062026648398,control_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 170,-0.3223850344582998,0.1459370807684941,0.0271698641638044,0.0675878439116127,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora,0.2191155454023142,0.0442140758588772,0.1056225145517623,CRC_higher,Harryflintia,Harryflintia acetispora,0.2318565114299119,0.1126748261875302,0.0396142335866312,0.0912131916128515,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,0.4079648871108123,0.0460961703089512,0.1092515532519238,CRC_higher,Odoribacter,Odoribacter splanchnicus,0.519892316925266,0.2065861223639391,0.0118497043226943,0.0365821035787115,CRC_higher,1.0,1.0,True
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,-0.1891904774556505,0.0468748140964304,0.1102290550236372,control_higher,Oxalobacter,Oxalobacter formigenes,-0.1705485480990776,0.0941406783716031,0.0700426127843447,0.13976101040438,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii,-0.1588156373228677,0.048619653149145,0.113445857348005,control_higher,Parabacteroides,Parabacteroides gordonii,-0.1683250775965513,0.0822883819519709,0.0408005718694309,0.0916490457664083,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,-0.3123970194458224,0.0491539174569836,0.1134547520482019,control_higher,Roseburia,Roseburia sp CAG 471,-0.3699612584229762,0.1630270548901728,0.023248611416639,0.0598105302257123,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica,0.3348272310341271,0.0494832592985343,0.1134547520482019,CRC_higher,Butyricimonas,Butyricimonas synergistica,0.4416487475814881,0.173032117816641,0.0106980829153027,0.0355298371427305,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,-0.3224961737616651,0.0500457528196054,0.1134547520482019,control_higher,Megasphaera,Megasphaera elsdenii,-0.2614689925265188,0.1722800276911829,0.1290906377109042,0.2285663644175422,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,-0.5254098786917073,0.0501311695096706,0.1134547520482019,control_higher,Bacteroides,Bacteroides dorei,-0.4244349096186641,0.2754553219123996,0.1233536711465976,0.2210086608043207,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,-0.273727329776451,0.0513161976685525,0.1152699664047336,control_higher,Mitsuokella,Mitsuokella multacida,-0.2364413131698072,0.1439828243761494,0.1005590395987981,0.1880016827281878,control_higher,-1.0,-1.0,True
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum,0.3293967323363796,0.0544628422412805,0.1214319667750032,CRC_higher,Fusobacterium,Fusobacterium mortiferum,0.2747726065278081,0.1745001791256696,0.1153426820309745,0.2116960200690447,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0.3512320880527906,0.0582987201740516,0.1287369874969643,CRC_higher,Parabacteroides,Parabacteroides goldsteinii,0.3568462471661073,0.1904945543008616,0.061032187424778,0.1266944028610908,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,-0.3147559528670122,0.0585945757045983,0.1287369874969643,control_higher,Erysipelatoclostridium,Clostridium spiroforme,-0.3124845362301507,0.1713989912394164,0.0682820312323131,0.1388798675997391,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0.4258555249982125,0.0631057896936598,0.1376437876651565,CRC_higher,Bacteroides,Bacteroides cellulosilyticus,0.4592828140336766,0.2360562118384032,0.0516967733947388,0.1097048078453713,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,0.2312007633507908,0.0644019448930284,0.1392974628973854,CRC_higher,Dielma,Dielma fastidiosa,0.2462343541195897,0.1298919243008284,0.0580015249789131,0.1220871260045653,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,0.3257015667535469,0.065097025908142,0.1392974628973854,CRC_higher,Ruminococcaceae_unclassified,Clostridium leptum,0.4294833651211321,0.1779635668101584,0.0158078534282015,0.0444688213260624,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens,0.2106691926592523,0.0661118594747076,0.1392974628973854,CRC_higher,Lachnoclostridium,Clostridium scindens,0.2398906800432042,0.1164191322929262,0.0393433360464666,0.0912131916128515,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,-0.4528816381769515,0.0661754436796349,0.1392974628973854,control_higher,Lachnospiraceae_unclassified,Eubacterium rectale,-0.4139277591278262,0.251290199237234,0.0995148645232892,0.1872123388844379,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__[Collinsella]_massiliensis,0.2060208059756847,0.0661778644329771,0.1392974628973854,CRC_higher,Enorma,[Collinsella] massiliensis,0.2157019799977864,0.1146802750130866,0.0599857003297515,0.1253867763837167,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense,0.2710400293503734,0.0673221148102729,0.1407219205409177,CRC_higher,Lachnoclostridium,Clostridium lavalense,0.3173362045465336,0.1501042562454017,0.0345062741302982,0.083091108105758,CRC_higher,1.0,1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,-0.3151859836924671,0.0719809969628918,0.1494226212815891,control_higher,Klebsiella,Klebsiella variicola,-0.3535265562535724,0.1776469590977304,0.0465852881904035,0.1016099401834163,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides,-0.1945972205662715,0.0727764410200761,0.1500391010071433,control_higher,Blautia,Blautia coccoides,-0.2296414419612858,0.1103328606620033,0.0374017636223799,0.0893486575423521,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri,-0.1424545024295677,0.0834588960366277,0.1708920252178568,control_higher,Lactobacillus,Lactobacillus gasseri,-0.1696289942652018,0.0818418245551844,0.0382053915075969,0.0898423659670834,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,0.3633847110279626,0.0847787067941627,0.1724215590881282,CRC_higher,Holdemanella,Holdemanella biformis,0.2692420672750486,0.2152073291271295,0.2109044745988942,0.3358849039908316,CRC_higher,1.0,1.0,True
